created_at,pull_requests
2011-09-15,2
2011-10-06,1
2011-10-08,1
2011-10-25,7
2011-10-26,26
2011-10-27,10
2011-10-28,8
2011-10-29,3
2011-10-30,7
2011-10-31,6
2011-11-01,4
2011-11-02,3
2011-11-03,2
2011-11-04,1
2011-11-06,4
2011-11-07,3
2011-11-08,1
2011-11-09,5
2011-11-10,2
2011-11-11,1
2011-11-12,1
2011-11-13,2
2011-11-14,1
2011-11-16,2
2011-11-17,2
2011-11-20,1
2011-11-22,1
2011-11-24,3
2011-11-26,1
2011-11-27,3
2011-11-30,1
2011-12-01,2
2011-12-07,1
2011-12-08,1
2011-12-14,2
2011-12-15,2
2011-12-22,1
2011-12-24,2
2012-01-02,1
2012-01-04,1
2012-01-10,1
2012-01-25,1
2012-01-27,1
2012-02-07,1
2012-02-10,1
2012-02-12,1
2012-02-13,1
2012-02-20,1
2012-03-05,1
2012-03-09,1
2012-03-19,1
2012-03-24,1
2012-03-28,1
2012-03-30,1
2012-04-11,1
2012-04-14,2
2012-04-15,2
2012-04-17,1
2012-04-19,1
2012-05-09,1
2012-05-10,1
2012-05-13,1
2012-05-16,1
2012-05-17,1
2012-05-26,1
2012-05-30,2
2012-05-31,3
2012-06-06,1
2012-06-07,1
2012-06-25,1
2012-06-28,1
2012-07-10,1
2012-07-14,1
2012-07-27,1
2012-07-28,1
2012-07-30,1
2012-08-02,1
2012-08-03,1
2012-08-17,1
2012-08-18,1
2012-08-20,1
2012-08-22,1
2012-08-23,1
2012-08-24,1
2012-08-28,2
2012-09-13,1
2012-10-10,1
2012-10-21,1
2012-10-24,1
2012-11-05,1
2012-11-30,1
2012-12-14,1
2012-12-15,2
2012-12-21,1
2012-12-27,1
2012-12-29,1
2013-01-09,1
2013-01-10,1
2013-01-11,4
2013-01-15,1
2013-01-16,1
2013-01-17,1
2013-01-22,1
2013-01-31,2
2013-02-04,1
2013-02-08,1
2013-02-14,2
2013-02-15,1
2013-02-21,1
2013-02-26,2
2013-02-27,2
2013-03-01,1
2013-03-09,1
2013-03-10,1
2013-03-14,3
2013-03-15,1
2013-03-23,1
2013-03-24,3
2013-03-25,4
2013-03-27,1
2013-03-28,2
2013-03-29,4
2013-04-03,2
2013-04-04,1
2013-04-05,1
2013-04-06,1
2013-04-07,1
2013-04-08,1
2013-04-11,1
2013-04-18,1
2013-04-22,1
2013-04-23,2
2013-04-27,1
2013-04-29,1
2013-05-01,2
2013-05-05,1
2013-05-08,1
2013-05-14,1
2013-05-22,1
2013-06-02,1
2013-06-06,1
2013-06-07,1
2013-06-08,1
2013-06-10,2
2013-06-12,1
2013-06-22,2
2013-06-26,1
2013-07-08,1
2013-07-19,2
2013-07-20,1
2013-07-21,4
2013-07-22,1
2013-07-23,2
2013-07-25,3
2013-07-26,2
2013-07-27,1
2013-07-29,1
2013-08-03,1
2013-08-06,2
2013-08-07,1
2013-08-08,1
2013-08-09,3
2013-08-10,2
2013-08-13,2
2013-08-15,3
2013-08-16,1
2013-08-19,1
2013-08-24,1
2013-08-25,1
2013-09-10,1
2013-09-11,1
2013-09-17,1
2013-09-26,1
2013-10-04,1
2013-10-16,1
2013-10-22,1
2013-10-25,1
2013-10-31,1
2013-11-20,1
2013-12-01,1
2013-12-08,2
2013-12-12,1
2013-12-15,1
2013-12-20,1
2013-12-31,4
2014-01-01,2
2014-01-08,1
2014-01-10,1
2014-01-12,1
2014-01-14,2
2014-01-15,2
2014-01-17,1
2014-01-20,1
2014-01-21,1
2014-01-28,1
2014-01-30,1
2014-02-10,1
2014-02-14,1
2014-02-15,1
2014-02-17,1
2014-02-20,1
2014-02-24,1
2014-02-27,1
2014-03-03,1
2014-03-05,1
2014-03-13,1
2014-03-16,1
2014-03-18,1
2014-03-19,1
